시즌,소속팀,이름,포지션,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA
2014,SK 와이번스,조인성,C,-0.12,12,31,28,2,4,0,0,1,7,7,0,0,1,0,0,6,1,1,1,0.143,0.167,0.250,0.417,0.176,-19.6,0.23
2015,한화 이글스,오준혁,LF,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,,-0.01
2015,KIA 타이거즈,오준혁,LF,-0.33,31,85,79,11,17,2,0,2,25,10,1,1,2,1,0,21,4,1,2,0.215,0.238,0.316,0.555,0.244,28.8,-0.06
2015,한화 이글스,이성열,LF,0.67,97,254,219,34,55,10,2,9,96,35,1,1,19,9,1,83,5,5,2,0.251,0.333,0.438,0.772,0.336,87.0,1.17
2015,넥센 히어로즈,이성열,LF,-0.10,4,14,13,1,3,0,0,0,3,1,0,0,1,0,0,4,0,0,0,0.231,0.286,0.231,0.517,0.253,36.5,-0.05
2015,KIA 타이거즈,이종환,DH,-0.09,13,18,16,1,3,1,0,0,4,0,0,0,2,0,0,6,0,0,0,0.188,0.278,0.250,0.528,0.256,36.5,-0.19
2015,한화 이글스,이종환,DH,0.04,31,88,84,13,26,3,0,0,29,12,0,0,4,0,0,15,0,0,0,0.310,0.341,0.345,0.686,0.321,77.2,-0.01
2015,LG 트윈스,임훈,CF,1.44,55,215,183,34,55,11,1,1,71,15,2,2,19,7,0,31,2,5,1,0.301,0.386,0.388,0.774,0.354,104.5,0.84
2015,SK 와이번스,임훈,CF,0.09,33,81,69,10,15,1,0,0,16,9,1,0,7,2,0,13,3,2,1,0.217,0.304,0.232,0.536,0.259,43.3,-0.55
2015,SK 와이번스,정의윤,DH,2.67,59,222,193,35,66,11,0,14,119,44,3,0,20,7,0,27,3,0,2,0.342,0.419,0.617,1.036,0.447,167.2,1.75
2015,LG 트윈스,정의윤,DH,0.13,32,75,66,3,17,3,0,0,20,7,2,0,6,2,0,19,3,0,1,0.258,0.333,0.303,0.636,0.304,70.1,0.11
2016,두산 베어스,김동한,2B,-0.09,28,20,19,3,4,1,0,0,5,2,1,0,0,0,0,3,0,1,0,0.211,0.211,0.263,0.474,0.205,-0.9,-0.05
2016,롯데 자이언츠,김동한,2B,0.05,50,96,88,6,23,5,0,0,28,12,4,1,6,0,0,16,1,2,0,0.261,0.309,0.318,0.627,0.290,56.0,0.14
2017,KIA 타이거즈,김민식,C,-1.32,135,391,351,39,78,9,2,4,103,40,3,3,26,5,0,55,8,7,2,0.222,0.284,0.293,0.577,0.264,43.9,-0.72
2017,SK 와이번스,김민식,C,-0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-132.7,-0.00
2017,KIA 타이거즈,노수광,CF,-0.01,5,19,15,1,3,0,0,0,3,0,1,0,3,1,1,3,0,0,0,0.200,0.368,0.200,0.568,0.277,52.8,-0.09
2017,SK 와이번스,노수광,CF,1.14,126,406,367,71,106,18,3,6,148,39,15,9,22,8,1,81,3,4,5,0.289,0.338,0.403,0.742,0.329,88.6,0.29
2017,두산 베어스,신성현,1B,-0.40,21,38,36,3,5,0,1,0,7,3,0,0,2,0,0,15,1,0,0,0.139,0.184,0.194,0.379,0.177,-15.4,-0.29
2017,한화 이글스,신성현,1B,-0.18,13,34,31,2,6,2,0,1,11,4,1,0,0,1,0,6,1,1,1,0.194,0.212,0.355,0.567,0.234,22.8,-0.16
2017,넥센 히어로즈,유재신,CF,-0.15,16,15,15,0,3,0,0,0,3,1,2,1,0,0,0,5,0,0,0,0.200,0.200,0.200,0.400,0.185,-9.3,-0.30
2017,KIA 타이거즈,유재신,CF,0.04,9,5,3,4,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.333,0.500,0.333,0.833,0.331,89.0,0.01
2017,KIA 타이거즈,이홍구,C,-0.04,3,10,8,0,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.250,0.333,0.250,0.583,0.258,39.5,-0.19
2017,SK 와이번스,이홍구,C,-0.01,50,100,93,14,17,3,0,10,50,18,0,0,4,2,0,40,2,0,1,0.183,0.230,0.538,0.768,0.309,68.9,-0.23
2017,한화 이글스,최재훈,C,-0.30,98,301,262,21,66,10,0,1,79,15,0,2,25,8,0,36,10,6,0,0.252,0.336,0.302,0.637,0.298,66.7,-0.66
2017,두산 베어스,최재훈,C,0.08,6,8,7,1,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0.429,0.500,0.429,0.929,0.439,161.2,-0.01
2018,SK 와이번스,강승호,2B,0.55,37,103,90,10,29,6,0,2,41,21,0,0,9,1,0,27,1,3,0,0.322,0.390,0.456,0.846,0.367,111.4,0.20
2018,LG 트윈스,강승호,2B,-0.63,32,109,94,4,18,4,0,1,25,10,1,1,9,2,0,30,1,3,1,0.191,0.274,0.266,0.540,0.246,33.8,-0.43
2018,KT 위즈,오준혁,LF,-0.38,20,31,27,5,4,0,0,0,4,2,1,1,2,0,0,8,0,1,1,0.148,0.200,0.148,0.348,0.165,-22.5,-0.54
2018,KIA 타이거즈,오준혁,LF,-0.20,10,19,17,1,2,0,0,0,2,0,0,0,1,1,0,3,1,0,0,0.118,0.211,0.118,0.328,0.175,-14.5,-0.10
2018,NC 다이노스,이우성,LF,-0.62,40,133,119,11,23,6,0,2,35,13,0,2,10,2,0,39,4,1,1,0.193,0.265,0.294,0.559,0.254,37.7,-0.68
2018,두산 베어스,이우성,LF,0.36,31,66,58,13,17,3,0,2,26,11,1,0,6,2,0,18,2,0,0,0.293,0.379,0.448,0.827,0.369,117.3,0.22
2018,KIA 타이거즈,이창진,LF,-0.04,1,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.307,72.6,-0.05
2018,KT 위즈,이창진,LF,-0.25,19,27,26,5,4,1,0,0,5,0,0,0,0,1,0,3,2,0,0,0.154,0.185,0.192,0.378,0.176,-15.2,-0.33
2019,KT 위즈,박승욱,1B,-0.15,93,229,209,21,51,3,4,2,68,13,4,1,12,2,0,45,5,6,0,0.244,0.292,0.325,0.617,0.282,65.2,-1.54
2019,SK 와이번스,박승욱,1B,-0.04,8,15,13,3,1,0,0,1,4,2,0,0,2,0,0,5,0,0,0,0.077,0.200,0.308,0.508,0.234,25.6,-0.39
2019,KIA 타이거즈,이우성,LF,-0.22,32,87,80,7,14,1,0,3,24,10,0,0,5,2,0,22,2,0,0,0.175,0.241,0.300,0.541,0.254,46.2,-0.52
2019,NC 다이노스,이우성,LF,0.35,28,81,71,12,19,3,0,3,31,12,0,0,7,0,0,18,1,1,2,0.268,0.325,0.437,0.762,0.340,102.8,-0.45
2019,SK 와이번스,정현,2B,-0.35,23,34,28,3,2,0,0,0,2,1,1,1,5,0,0,14,0,0,1,0.071,0.206,0.071,0.277,0.162,-16.6,-0.25
2019,KT 위즈,정현,2B,-0.10,4,10,9,0,1,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0.111,0.200,0.111,0.311,0.167,-13.6,-0.14
2020,KIA 타이거즈,김영환,2B,-0.16,4,8,7,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0.000,0.125,0.000,0.125,0.092,-66.1,-0.17
2020,KT 위즈,김영환,2B,-0.24,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.000,0.000,0.000,0.000,0.000,-126.0,0.03
2020,KIA 타이거즈,김태진,3B,-0.57,45,192,180,18,44,4,0,0,48,17,5,2,9,1,0,23,2,1,1,0.244,0.283,0.267,0.549,0.261,44.7,-0.60
2020,NC 다이노스,김태진,3B,-0.47,37,88,83,10,18,1,1,1,24,6,2,2,4,0,0,22,0,1,0,0.217,0.253,0.289,0.542,0.249,36.7,0.03
2020,한화 이글스,노수광,CF,0.05,71,247,216,26,53,8,1,0,63,16,9,3,27,2,2,48,2,1,1,0.245,0.333,0.292,0.625,0.299,72.3,-0.77
2020,SK 와이번스,노수광,CF,0.15,29,83,75,13,20,2,2,1,29,5,2,4,7,0,0,16,0,1,0,0.267,0.329,0.387,0.716,0.325,88.9,-0.00
2020,두산 베어스,류지혁,3B,0.42,20,31,24,10,10,2,0,1,15,4,0,1,1,3,0,5,1,1,2,0.417,0.467,0.625,1.092,0.457,180.6,0.20
2020,KIA 타이거즈,류지혁,3B,0.17,5,20,18,3,6,1,0,0,7,1,1,0,0,2,0,1,2,0,0,0.333,0.400,0.389,0.789,0.376,120.2,-0.01
2020,KT 위즈,오태곤,LF,-0.01,40,55,50,7,11,1,1,0,14,5,1,0,1,4,0,16,2,0,0,0.220,0.291,0.280,0.571,0.275,54.0,0.01
2020,SK 와이번스,오태곤,LF,0.89,54,203,184,29,53,11,0,5,79,30,14,6,12,3,0,31,4,4,0,0.288,0.342,0.429,0.771,0.345,99.3,0.07
2020,SK 와이번스,이홍구,C,-0.39,23,53,48,3,9,1,0,1,13,3,0,0,3,1,0,16,3,0,1,0.188,0.245,0.271,0.516,0.242,31.3,-0.41
2020,KT 위즈,이홍구,C,0.02,26,43,36,2,7,1,0,2,14,5,0,0,3,2,0,10,0,2,0,0.194,0.293,0.389,0.682,0.296,69.0,-0.14
2020,두산 베어스,이흥련,C,-0.05,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,-126.0,-0.01
2020,SK 와이번스,이흥련,C,-0.12,47,130,124,6,30,1,0,3,40,19,0,0,6,0,0,28,5,0,0,0.242,0.277,0.323,0.600,0.278,54.8,-0.35
2021,KIA 타이거즈,강경학,2B,-0.02,13,13,11,2,2,0,0,0,2,1,0,0,1,1,0,3,0,0,0,0.182,0.308,0.182,0.490,0.263,47.5,-0.14
2021,한화 이글스,강경학,2B,-0.17,13,26,22,1,3,0,0,0,3,0,1,0,4,0,0,10,0,0,0,0.136,0.269,0.136,0.406,0.224,23.1,-0.26
2021,SSG 랜더스,김찬형,2B,-0.00,71,135,110,18,22,6,0,2,34,6,0,0,14,3,0,27,1,8,0,0.200,0.307,0.309,0.616,0.282,60.2,-0.19
2021,NC 다이노스,김찬형,2B,0.23,17,26,22,2,8,1,0,0,9,1,0,0,2,1,0,5,0,1,0,0.364,0.440,0.409,0.849,0.395,137.9,0.21
2021,한화 이글스,백용환,C,-0.27,36,95,81,10,12,1,0,4,25,4,0,0,9,3,0,24,4,2,0,0.148,0.258,0.309,0.567,0.265,50.3,0.44
2021,KIA 타이거즈,백용환,C,-0.06,3,7,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.000,0.286,0.000,0.286,0.211,12.4,-0.01
2021,키움 히어로즈,서건창,2B,1.70,76,332,277,45,72,12,1,4,98,28,6,4,45,6,2,43,9,1,3,0.260,0.372,0.354,0.725,0.348,105.4,0.43
2021,LG 트윈스,서건창,2B,0.76,68,267,235,33,58,12,1,2,78,24,6,0,24,3,0,34,5,4,1,0.247,0.323,0.332,0.655,0.310,82.1,-0.29
2021,한화 이글스,이성곤,1B,1.06,60,206,172,17,46,12,2,1,65,24,1,3,29,3,0,52,4,1,1,0.267,0.381,0.378,0.758,0.363,116.0,-0.81
2021,삼성 라이온즈,이성곤,1B,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.06
2021,NC 다이노스,정진기,LF,0.01,86,199,186,27,43,8,0,6,69,21,6,3,10,1,0,37,2,2,0,0.231,0.274,0.371,0.645,0.296,69.3,-0.17
2021,SSG 랜더스,정진기,LF,-0.19,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.09
2021,SSG 랜더스,정현,2B,0.07,12,29,21,5,4,2,0,0,6,0,0,0,3,3,0,4,1,2,0,0.190,0.370,0.286,0.656,0.313,80.6,-0.34
2021,NC 다이노스,정현,2B,0.12,56,120,96,9,22,3,1,0,27,7,0,1,14,4,0,20,6,6,0,0.229,0.351,0.281,0.632,0.302,74.6,-0.33
2022,KIA 타이거즈,김민식,C,0.11,22,62,54,7,13,2,0,1,18,6,0,0,6,0,0,12,1,1,1,0.241,0.312,0.333,0.645,0.298,79.8,-0.56
2022,SSG 랜더스,김민식,C,0.14,82,204,168,23,36,7,1,1,48,22,0,0,26,2,1,33,3,6,2,0.214,0.323,0.286,0.609,0.285,71.6,-0.42
2022,KIA 타이거즈,김태진,1B,-0.09,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-124.0,-0.00
2022,키움 히어로즈,김태진,1B,0.29,70,272,250,35,68,5,1,0,75,20,1,2,17,1,0,28,4,3,1,0.272,0.320,0.300,0.620,0.293,77.5,-0.12
2022,키움 히어로즈,박동원,C,0.16,11,40,33,1,7,3,0,1,13,4,0,0,7,0,0,8,0,0,0,0.212,0.350,0.394,0.744,0.347,117.5,-0.08
2022,KIA 타이거즈,박동원,C,2.08,112,407,352,51,86,18,0,17,155,53,1,0,38,9,4,87,9,7,1,0.244,0.333,0.440,0.773,0.343,110.8,-0.72
2023,SSG 랜더스,강진성,1B,0.43,55,142,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.260,0.305,0.389,0.694,0.321,93.3,-0.52
2023,두산 베어스,강진성,1B,0.01,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.318,90.3,-0.00
2023,삼성 라이온즈,김태군,C,0.12,49,143,125,7,32,4,1,1,41,18,0,0,10,4,1,11,8,3,1,0.256,0.329,0.328,0.657,0.306,81.5,-0.75
2023,KIA 타이거즈,김태군,C,-0.42,65,203,186,17,48,6,0,0,54,24,2,1,5,4,0,19,9,5,3,0.258,0.288,0.290,0.578,0.270,58.6,-1.19
2023,KIA 타이거즈,류지혁,3B,0.82,66,253,220,28,59,6,1,0,67,17,4,2,27,3,1,43,5,2,1,0.268,0.355,0.305,0.659,0.320,92.6,-1.37
2023,삼성 라이온즈,류지혁,3B,0.68,66,269,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,0.299,76.6,-0.55
1992,LG 트윈스,박준태,CF,0.84,56,235,194,36,47,7,0,2,60,14,18,7,30,3,1,33,3,7,1,0.242,0.351,0.309,0.660,0.309,80.8,
1992,태평양 돌핀스,박준태,,0.33,58,192,171,19,39,12,2,5,70,28,3,4,11,3,0,28,5,6,1,0.228,0.285,0.409,0.694,0.303,77.3,
1997,현대 유니콘스,강영수,LF,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1997,쌍방울 레이더스,강영수,LF,0.28,64,98,86,8,18,4,0,4,34,18,2,1,12,0,1,30,2,0,0,0.209,0.306,0.395,0.702,0.316,94.6,
1997,한화 이글스,김성한,P,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1997,쌍방울 레이더스,김성한,P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,
1998,LG 트윈스,박종호,2B,1.02,74,204,158,27,34,6,2,1,47,15,6,1,35,3,0,31,3,6,2,0.215,0.364,0.297,0.661,0.308,90.1,
1998,현대 유니콘스,박종호,2B,0.35,29,68,60,11,16,2,0,1,21,3,2,1,5,2,0,10,0,1,0,0.267,0.343,0.350,0.693,0.318,96.9,
2000,두산 베어스,김종석,1B,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2000,한화 이글스,김종석,1B,0.94,80,211,175,24,46,8,0,8,78,27,1,3,30,4,0,38,5,0,2,0.263,0.379,0.446,0.825,0.372,120.1,
2000,삼성 라이온즈,스미스,DH,1.87,76,308,270,50,74,19,1,20,155,57,0,0,33,2,1,79,13,0,3,0.274,0.354,0.574,0.928,0.395,135.3,
2000,LG 트윈스,스미스,DH,1.66,42,176,153,21,48,8,0,15,101,43,0,1,20,0,2,41,4,0,3,0.314,0.386,0.660,1.047,0.436,165.8,
2001,삼성 라이온즈,김영진,C,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2001,한화 이글스,김영진,C,0.08,7,14,11,1,2,0,0,0,2,1,2,0,3,0,0,3,0,0,0,0.182,0.357,0.182,0.539,0.293,63.9,
2001,해태/KIA,김지훈,C,-0.13,36,37,34,2,6,2,0,1,11,6,0,0,1,0,0,11,1,2,0,0.176,0.200,0.324,0.524,0.219,14.3,
2001,삼성 라이온즈,김지훈,C,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2001,해태/KIA,이동수,3B,2.73,82,292,239,39,65,11,1,15,123,49,0,1,47,3,0,74,8,0,3,0.272,0.394,0.515,0.909,0.404,136.0,
2001,SK 와이번스,이동수,1B,0.02,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500,0.500,0.500,1.000,0.472,181.5,
2002,KIA 타이거즈,김상현,3B,0.54,26,34,25,7,8,0,1,1,13,4,0,0,6,3,1,13,0,0,0,0.320,0.500,0.520,1.020,0.449,184.2,
2002,LG 트윈스,김상현,3B,0.03,5,8,7,0,2,0,0,0,2,2,0,0,1,0,0,5,0,0,0,0.286,0.375,0.286,0.661,0.318,92.3,
2002,롯데 자이언츠,김인철,,-0.12,8,12,11,2,2,0,0,0,2,1,0,0,0,0,0,5,0,1,0,0.182,0.182,0.182,0.364,0.153,-23.5,
2002,KIA 타이거즈,김인철,RF,0.08,29,41,40,3,10,4,0,1,17,5,1,0,0,1,0,11,0,0,0,0.250,0.268,0.425,0.693,0.303,82.3,
2003,두산 베어스,이동수,1B,-0.30,34,59,52,5,10,1,0,0,11,6,1,0,6,1,1,16,0,0,0,0.192,0.288,0.212,0.500,0.242,31.0,
2003,KIA 타이거즈,이동수,1B,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2003,KIA 타이거즈,허준,SS,-0.09,40,98,83,6,16,1,0,0,17,8,1,0,12,1,0,11,1,1,1,0.193,0.299,0.205,0.504,0.251,39.8,
2003,한화 이글스,허준,SS,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-132.4,
2006,롯데 자이언츠,김진수,C,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2006,두산 베어스,김진수,C,0.15,17,21,18,2,5,1,0,0,6,3,1,0,2,0,0,3,2,1,0,0.278,0.350,0.333,0.683,0.312,94.7,
2009,LG 트윈스,김상현,3B,-0.03,2,8,7,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0.143,0.250,0.143,0.393,0.208,3.7,
2009,KIA 타이거즈,김상현,3B,5.90,119,488,441,76,140,30,2,36,282,126,6,5,40,6,1,102,11,0,1,0.317,0.381,0.639,1.021,0.434,157.9,
2010,KIA 타이거즈,이동현,P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2010,한화 이글스,이동현,P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,넥센 히어로즈,박병호,1B,1.80,51,213,185,28,49,10,2,12,99,28,2,0,25,2,0,67,5,0,1,0.265,0.357,0.535,0.892,0.401,144.9,
2011,LG 트윈스,박병호,1B,-0.08,15,17,16,3,2,1,0,1,6,3,0,0,1,0,0,9,0,0,0,0.125,0.177,0.375,0.552,0.244,37.4,
2013,SK 와이번스,김상현,RF,0.10,89,274,250,28,60,13,0,5,88,27,5,0,16,3,0,63,13,1,4,0.240,0.289,0.352,0.641,0.299,70.7,
2013,KIA 타이거즈,김상현,RF,0.31,24,86,72,11,16,4,0,2,26,10,3,1,13,1,0,21,4,0,0,0.222,0.349,0.361,0.710,0.341,99.4,
2013,넥센 히어로즈,서동욱,2B,1.50,93,255,210,24,57,12,1,6,89,21,4,2,29,2,0,49,4,12,2,0.271,0.362,0.424,0.786,0.350,105.3,
2013,LG 트윈스,서동욱,2B,-0.11,11,10,8,3,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0.000,0.200,0.000,0.200,0.150,-32.8,
2017,넥센 히어로즈,윤석민,DH,1.42,78,321,292,47,95,14,1,7,132,47,0,0,19,6,0,40,19,0,4,0.325,0.374,0.452,0.826,0.369,114.1,0.86
2017,KT 위즈,윤석민,DH,1.05,64,265,246,43,73,16,0,13,128,58,0,1,14,2,0,45,5,0,3,0.297,0.336,0.520,0.856,0.367,110.9,0.40
2019,NC 다이노스,이명기,RF,1.18,59,245,219,25,67,7,1,1,79,15,10,1,20,0,1,25,8,4,2,0.306,0.361,0.361,0.722,0.334,99.5,-0.43
2019,KIA 타이거즈,이명기,RF,1.28,80,302,265,37,75,10,2,1,92,20,4,3,28,4,1,41,4,3,2,0.283,0.358,0.347,0.705,0.331,97.6,-0.90
2023,삼성 라이온즈,이원석,1B,0.87,19,72,58,6,21,4,0,1,28,10,0,1,14,0,0,8,1,0,0,0.362,0.486,0.483,0.969,0.457,182.7,0.39
2023,키움 히어로즈,이원석,1B,-0.67,70,273,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.261,53.8,-0.87
2023,LG 트윈스,이주형,CF,0.07,18,16,15,2,4,2,0,0,6,2,0,0,0,1,0,5,0,0,0,0.267,0.313,0.400,0.713,0.333,103.2,-0.05
2023,키움 히어로즈,이주형,CF,2.37,51,227,200,30,66,11,4,6,103,34,3,1,19,4,2,48,4,2,2,0.330,0.396,0.515,0.911,0.410,155.4,1.45
1982,OB 베어스,윤동균,LF,4.13,77,334,284,54,97,20,5,8,151,47,9,2,45,1,2,27,3,0,4,0.342,0.428,0.532,0.96,0.43,164.6,
1982,OB 베어스,김우열,CF,3.46,62,255,210,43,65,8,0,13,112,41,14,4,38,6,6,25,0,0,1,0.31,0.428,0.533,0.961,0.426,161.9,
1982,OB 베어스,구천서,2B,2.96,76,316,266,45,82,11,5,3,112,25,9,5,35,8,0,32,3,7,0,0.308,0.405,0.421,0.826,0.377,130.3,
1982,OB 베어스,신경식,1B,2.11,77,320,293,40,98,21,3,4,137,54,14,8,20,3,8,17,2,1,3,0.334,0.379,0.468,0.847,0.376,129.4,
1982,OB 베어스,양세종,3B,1.28,76,336,301,38,81,13,1,7,117,37,12,13,27,2,4,17,5,2,4,0.269,0.329,0.389,0.718,0.324,95.1,
1982,OB 베어스,유지훤,SS,1.0,80,299,274,29,69,14,2,4,99,38,12,6,15,2,0,15,4,7,1,0.252,0.295,0.361,0.656,0.295,76.2,
1982,OB 베어스,조범현,C,0.76,48,126,118,12,32,7,2,2,49,9,2,2,6,0,0,22,2,2,0,0.271,0.307,0.415,0.722,0.322,94.1,
1982,OB 베어스,이홍범,CF,0.76,71,175,153,29,36,7,1,3,54,15,9,2,16,3,1,17,2,2,1,0.235,0.318,0.353,0.671,0.307,84.6,
1982,OB 베어스,정혁진,RF,0.69,59,155,147,17,44,7,1,3,62,23,3,2,5,2,0,15,2,0,1,0.299,0.329,0.422,0.751,0.342,107.4,
1982,OB 베어스,김광수,SS,0.51,47,125,103,10,28,2,0,1,33,14,6,3,11,3,0,8,2,8,0,0.272,0.359,0.32,0.679,0.307,84.2,
1982,OB 베어스,정종현,C,0.47,36,95,84,8,19,5,1,2,32,6,1,1,6,3,0,9,1,0,1,0.226,0.298,0.381,0.679,0.307,84.3,
1982,OB 베어스,이근식,RF,0.37,68,233,211,30,57,9,1,1,71,20,9,3,11,5,1,14,4,6,0,0.27,0.322,0.336,0.658,0.3,79.9,
1982,OB 베어스,박종호,,0.1,4,5,4,0,2,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0.5,0.6,0.5,1.1,0.521,224.4,
1982,OB 베어스,박상열,P,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1982,OB 베어스,구재서,,-0.01,16,3,3,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.314,88.6,
1982,OB 베어스,김진홍,C,-0.06,4,5,5,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.188,6.4,
1982,OB 베어스,김유동,DH,-0.09,57,165,155,21,38,8,1,6,66,23,2,3,3,3,0,17,2,2,2,0.245,0.27,0.426,0.696,0.305,83.1,
1982,OB 베어스,이근식,RF,-0.2,20,28,27,1,5,1,0,0,6,1,1,1,1,0,0,11,0,0,0,0.185,0.214,0.222,0.437,0.207,18.6,
1982,OB 베어스,김경문,C,-0.27,51,122,106,10,23,4,0,0,27,6,2,4,7,0,0,7,2,9,0,0.217,0.266,0.255,0.52,0.231,34.3,
1982,삼성 라이온즈,이만수,C,4.12,78,322,270,46,78,16,1,13,135,51,6,2,46,4,0,27,13,0,1,0.289,0.399,0.5,0.899,0.405,147.6,
1982,삼성 라이온즈,장태수,RF,3.25,64,264,214,42,72,15,3,3,102,27,34,14,42,5,0,35,1,2,1,0.336,0.454,0.477,0.931,0.427,161.6,
1982,삼성 라이온즈,오대석,SS,2.72,72,307,258,48,73,15,1,4,102,30,14,1,37,3,1,33,3,4,4,0.283,0.374,0.395,0.77,0.351,113.0,
1982,삼성 라이온즈,허규옥,LF,2.12,66,242,206,41,60,11,2,3,84,22,27,3,32,1,1,27,3,3,0,0.291,0.389,0.408,0.797,0.366,122.7,
1982,삼성 라이온즈,김한근,3B,1.4,64,227,193,33,51,13,1,5,81,28,4,3,24,2,0,26,1,6,3,0.264,0.347,0.42,0.767,0.342,107.4,
1982,삼성 라이온즈,박정환,2B,1.31,51,136,120,17,36,6,1,5,59,24,2,1,9,5,0,24,4,0,2,0.3,0.368,0.492,0.859,0.386,135.4,
1982,삼성 라이온즈,정현발,DH,1.21,54,179,146,31,42,9,1,5,68,26,4,2,28,1,0,17,5,3,1,0.288,0.403,0.466,0.869,0.391,138.4,
1982,삼성 라이온즈,함학수,1B,0.95,73,289,261,46,68,14,2,7,107,51,8,2,22,2,0,34,8,2,2,0.261,0.321,0.41,0.731,0.331,99.7,
1982,삼성 라이온즈,배대웅,SS,0.94,71,263,235,30,54,9,0,5,78,27,7,2,25,0,0,10,2,3,0,0.23,0.304,0.332,0.636,0.295,76.9,
1982,삼성 라이온즈,손상득,C,0.53,53,155,143,21,34,3,2,2,47,16,8,2,7,1,0,21,1,3,1,0.238,0.276,0.329,0.605,0.274,63.3,
1982,삼성 라이온즈,정구왕,CF,0.53,46,157,145,14,41,1,2,0,46,17,16,7,6,3,0,19,2,3,0,0.283,0.325,0.317,0.642,0.299,79.3,
1982,삼성 라이온즈,천보성,2B,0.45,36,104,90,13,24,6,0,0,30,10,2,0,10,1,0,9,2,1,1,0.267,0.343,0.333,0.677,0.315,89.6,
1982,삼성 라이온즈,박찬,LF,0.41,29,85,76,12,22,4,0,1,29,8,2,0,8,0,0,14,2,0,0,0.289,0.357,0.382,0.739,0.342,106.8,
1982,삼성 라이온즈,손상대,C,0.01,12,22,19,1,4,0,0,0,4,2,1,0,1,1,0,5,0,1,0,0.211,0.286,0.211,0.496,0.238,40.2,
1982,삼성 라이온즈,임신근,P,0.01,2,5,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.4,0.0,0.4,0.289,72.9,
1982,삼성 라이온즈,서정환,3B,-0.17,47,135,124,18,25,1,1,2,34,19,9,1,5,1,0,21,2,4,1,0.202,0.237,0.274,0.511,0.231,35.4,
